,Drug_bank_ID,Drug_name,Generic_names,Indications,Associated_condition,URL,Disease_Url,Disease_ID,Disease,Drug_application_number
149,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Refractory Advanced Ovarian Cancer,https://go.drugbank.com//indications/DBCOND0112032,DBCOND0112032,DBCOND0112032,"Refractory Advanced Ovarian Cancer#Refractory, advanced Ovarian cancer",NDA208558
150,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Refractory Advanced Ovarian Cancer,https://go.drugbank.com//indications/DBCOND0112032,DBCOND0112032,DBCOND0112032,"Refractory Advanced Ovarian Cancer#Refractory, advanced Ovarian cancer",NDA206162
151,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Advanced Renal Cell Cancer,https://go.drugbank.com//indications/DBCOND0077865,DBCOND0077865,DBCOND0077865,Advanced Renal Cell Cancer,BLA125554
152,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Classical Hodgkin's Lymphoma,https://go.drugbank.com//indications/DBCOND0113588,DBCOND0113588,DBCOND0113588,"Classical Hodgkin's Lymphoma#Classical Hodgkin Lymphoma#Hodgkin Disease#Hodgkin's disease#Hodgkin's disease NOS#Hodgkin's granuloma#Hodgkin's paragranuloma#Hodgkin's sarcoma#Hodgkin's disease, unspecified type#Hodgins#Hodgkin lymphoma#Lymphomas Hodgkin's disease#Hodgkin's lymphoma#Lymphogranulomatosis",BLA125554
153,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Hepatocellular Carcinoma,https://go.drugbank.com//indications/DBCOND0030090,DBCOND0030090,DBCOND0030090,"Hepatocellular Carcinoma#Carcinoma Liver#Hepato Cellular Carcinoma#Carcinoma. Hepatocellular#Liver Carcinoma#Hepatocellular,Carcinoma#Hepatocellular Carcinomas#Carcinoma,Hepatocellular#Hepatoma#Carcinoma, Hepatocellular#Carcinoma hepatocellular#Primary carcinoma of liver (disorder)#(Liver carcinoma) or (Ca: [liver/biliary system] or [biliary system])#Liver cell carcinoma (disorder)#Hepatocellular carcinoma (morphologic abnormality)#Carcinoma of liver#Hepatic cancer#Hepatic tumour malignant#Hepatic tumor malignant#Liver, cancer of#Cancer of Liver#Malignant liver tumour#Malignant liver tumor#Malignant neoplasm of liver unspecified (disorder)#Malignant tumor of liver (disorder)#Hepatic neoplasm malignant NOS#Malignant hepatic neoplasm#Hepatic neoplasms malignant#Hepatic neoplasm malignant#Malignant neoplasm of liver, not specified as primary or secondary#Malignant neoplasm of liver (disorder)",BLA125554
154,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Low Risk Advanced Renal Cell Cancer,https://go.drugbank.com//indications/DBCOND0127585,DBCOND0127585,DBCOND0127585,Low Risk Advanced Renal Cell Cancer,BLA125554
155,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Melanomas,https://go.drugbank.com//indications/DBCOND0134992,DBCOND0134992,DBCOND0134992,Melanomas#Melanoma#[M]Malignant melanoma NOS (morphologic abnormality)#Malignant melanoma (morphologic abnormality)#Malignant melanoma (disorder)#[M]Malignant melanoma NOS or melanocarcinoma or melanoma NOS#Malignant melanoma#Melanoma: [skin] or [malignant]#Melanoma malignant,BLA125554
156,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Colorectal Cancer (MCRC),https://go.drugbank.com//indications/DBCOND0039029,DBCOND0039029,DBCOND0039029,"Metastatic Colorectal Cancer (MCRC)#Metastatic Colo-rectal Cancer#Metastatic Cancer Colorectal#Metastatic Colorectal Cancer#Colorectal Cancer Metastatic#Metastatic Colorectal Cancers#Cancer - Metastatic Colorectal#Colorectal Cancer, Metastatic#Secondary malignant neoplasm of colon and/or rectum (disorder)#Secondary malignant neoplasm of large intestine (disorder)",BLA125554
157,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",BLA125554
158,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,BLA125554
159,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0071547,DBCOND0071547,DBCOND0071547,Metastatic Small Cell Lung Cancer#Small cell lung cancer metastatic,BLA125554
160,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Squamous Cell Carcinoma of the Head and Neck,https://go.drugbank.com//indications/DBCOND0075353,DBCOND0075353,DBCOND0075353,Metastatic Squamous Cell Carcinoma of the Head and Neck#Head and Neck Cancer Metastatic#Metastatic Head and Neck Cancer,BLA125554
161,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Metastatic Urothelial Carcinoma (UC),https://go.drugbank.com//indications/DBCOND0073677,DBCOND0073677,DBCOND0073677,Metastatic Urothelial Carcinoma (UC),BLA125554
162,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Recurrent Head and Neck Squamous Cell Carcinoma,https://go.drugbank.com//indications/DBCOND0057896,DBCOND0057896,DBCOND0057896,Recurrent Head and Neck Squamous Cell Carcinoma,BLA125554
163,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,BLA125554
164,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Intermediate risk Advanced Renal Cell Cancer,https://go.drugbank.com//indications/DBCOND0127584,DBCOND0127584,DBCOND0127584,Intermediate risk Advanced Renal Cell Cancer,BLA125554
165,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Locally advanced Urothelial Carcinoma,https://go.drugbank.com//indications/DBCOND0089492,DBCOND0089492,DBCOND0089492,Locally advanced Urothelial Carcinoma,BLA125554
166,DB09035,Nivolumab#Opdivo,Nivolumab,"Nivolumab is indicated to treat unresectable or metastatic melanoma, adjuvant treatment of melanoma, metastatic non-small cell lung cancer, small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, squamous cell carcinoma of the head and neck, urothelial carcinoma, microsatellite instability-high or mismatch repair deficient metastatic colorectal cancer, and hepatocellular carcinoma.6
",Complete resection,https://go.drugbank.com//indications/DBCOND0112636,DBCOND0112636,DBCOND0112636,Complete resection,BLA125554
167,DB11963,Dacomitinib anhydrous#Dacomitinib#Vizimpro#Dacomitinibum,Dacomitinib,"Dacomitinib is indicated as the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletion or exon 21 L858R substitution mutations as verified by an FDA-approved test.15
Lung cancer is the leading cause of cancer death and NSCLC accounts for 85% of lung cancer cases. From the cases of NSCLC, approximately 75% of the patients present a late diagnosis with metastatic and advanced disease which produces a survival rate of 5%. The presence of a mutation in EGFR accounts for more than the 60% of the NSCLC cases and the overexpression of EGFR is associated with frequent lymph node metastasis and poor chemosensitivity.10,11
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA211288
168,DB00317,"Gefitinib#N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine#[""4-(3-chloro-4-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline"", Gefitinib#Iressa",Gefitinib,"For the continued treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of either platinum-based or docetaxel chemotherapies.
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA206995
169,DB08916,Giotrif#Gilotrif#Afatinibum#Afatinib,Afatinib,"Afatinib is a kinase inhibitor indicated as monotherapy 3 for the first-line Label treatment of (a) Epidermal Growth Factor Receptor (EGFR) TKI (tyrosine kinase inhibitor)-naive adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) whose tumours have non-resistant EGFR mutations as detected by an FDA-approved test Label, and (b) adult patients with locally advanced or metastatic NSCLC of squamous histology progressing on or after platinum-based chemotherapy Label,3.
Recently, as of January 2018, the US FDA approved a supplemental New Drug Application for Boehringer Ingelheim's Gilotrif (afatinib) for the first line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test 4. The new label includes data on three additional EGFR mutations: L861Q, G719X and S768I 4.
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA201292
170,DB08916,Giotrif#Gilotrif#Afatinibum#Afatinib,Afatinib,"Afatinib is a kinase inhibitor indicated as monotherapy 3 for the first-line Label treatment of (a) Epidermal Growth Factor Receptor (EGFR) TKI (tyrosine kinase inhibitor)-naive adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) whose tumours have non-resistant EGFR mutations as detected by an FDA-approved test Label, and (b) adult patients with locally advanced or metastatic NSCLC of squamous histology progressing on or after platinum-based chemotherapy Label,3.
Recently, as of January 2018, the US FDA approved a supplemental New Drug Application for Boehringer Ingelheim's Gilotrif (afatinib) for the first line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test 4. The new label includes data on three additional EGFR mutations: L861Q, G719X and S768I 4.
","Refractory, metastatic squamous cell Non-small cell lung cancer",https://go.drugbank.com//indications/DBCOND0023505,DBCOND0023505,DBCOND0023505,"Refractory, metastatic squamous cell Non-small cell lung cancer",NDA201292
171,DB11595,Tecentriq#Atezolizumab,Atezolizumab,"Atezolizumab is indicated to treat locally or advanced metastatic urothelial carcinoma in patients ineligible for cicplatin-containing chemotherapy with tumors expressing PD-L1, in patients ineligible for cisplatin-containing chemotherapy irrespective of PD-L1, have disease progression following platinum containing chemotherapy, or have disease progression within 12 months of neoadjuvant or adjuvant chemotherapy.7
Atezolizumab is also indicated first line for non small cell lung cancer in combination with bevacizumab, paclitaxel, and carboplatin with no EGFR or ALK genomic abnormalities.7 It can be used in patients with disease progression during or after platinum containing chemotherapy even if they have EGFR and ALK abnormalities.7
Atezolizumab is indicated in combination with paclitaxel protein-bound to treat locally advanced or metastatic triple negative breast cancer expressing PD-L1.7
Finally, atezolizumab is indicated in combination with carboplatin and etoposide as first line treatment for extensive stage small cell lung cancer.7
",Breast Cancer (Triple Negative Breast Cancer (TNBC)),https://go.drugbank.com//indications/DBCOND0075538,DBCOND0075538,DBCOND0075538,"Breast Cancer (Triple Negative Breast Cancer (TNBC))#TNBC, Triple Negative Breast Cancer#TNBC - Triple-Negative Breast Cancer#Breast Cancer Triple Negative#Triple Negative Breast Cancer TNBC#Triple -Negative Breast Cancer#Triple-Negative Breast Cancer#Triple-Negative Breast Cancer (TNBC)#Triple Negative Breast Cancer (TNBC)#Triple Negative Breast Cancer#Triple negative breast cancer metastatic#Triple negative malignant neoplasm of breast (disorder)#Triple Negative Breast Neoplasms",BLA761034
172,DB11595,Tecentriq#Atezolizumab,Atezolizumab,"Atezolizumab is indicated to treat locally or advanced metastatic urothelial carcinoma in patients ineligible for cicplatin-containing chemotherapy with tumors expressing PD-L1, in patients ineligible for cisplatin-containing chemotherapy irrespective of PD-L1, have disease progression following platinum containing chemotherapy, or have disease progression within 12 months of neoadjuvant or adjuvant chemotherapy.7
Atezolizumab is also indicated first line for non small cell lung cancer in combination with bevacizumab, paclitaxel, and carboplatin with no EGFR or ALK genomic abnormalities.7 It can be used in patients with disease progression during or after platinum containing chemotherapy even if they have EGFR and ALK abnormalities.7
Atezolizumab is indicated in combination with paclitaxel protein-bound to treat locally advanced or metastatic triple negative breast cancer expressing PD-L1.7
Finally, atezolizumab is indicated in combination with carboplatin and etoposide as first line treatment for extensive stage small cell lung cancer.7
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,BLA761034
173,DB11595,Tecentriq#Atezolizumab,Atezolizumab,"Atezolizumab is indicated to treat locally or advanced metastatic urothelial carcinoma in patients ineligible for cicplatin-containing chemotherapy with tumors expressing PD-L1, in patients ineligible for cisplatin-containing chemotherapy irrespective of PD-L1, have disease progression following platinum containing chemotherapy, or have disease progression within 12 months of neoadjuvant or adjuvant chemotherapy.7
Atezolizumab is also indicated first line for non small cell lung cancer in combination with bevacizumab, paclitaxel, and carboplatin with no EGFR or ALK genomic abnormalities.7 It can be used in patients with disease progression during or after platinum containing chemotherapy even if they have EGFR and ALK abnormalities.7
Atezolizumab is indicated in combination with paclitaxel protein-bound to treat locally advanced or metastatic triple negative breast cancer expressing PD-L1.7
Finally, atezolizumab is indicated in combination with carboplatin and etoposide as first line treatment for extensive stage small cell lung cancer.7
",Metastatic Ureter Urothelial Carcinoma,https://go.drugbank.com//indications/DBCOND0110110,DBCOND0110110,DBCOND0110110,Metastatic Ureter Urothelial Carcinoma#Metastatic Urothelial Carcinoma#Urothelial carcinoma ureter metastatic#Metastatic urothelial cell carcinoma#Malignant neoplasm of renal pelvis and ureter metastatic transitional cell#Renal pelvis and ureteric cancer metastatic transitional cell#Renal pelvis and ureteric cancer transitional cell metastatic#Transitional cell cancer of renal pelvis and ureter metastatic#Renal pelvis and ureter transitional cell cancer metastatic#Renal pelvis and ureteral cancer transitional cell metastatic,BLA761034
174,DB11595,Tecentriq#Atezolizumab,Atezolizumab,"Atezolizumab is indicated to treat locally or advanced metastatic urothelial carcinoma in patients ineligible for cicplatin-containing chemotherapy with tumors expressing PD-L1, in patients ineligible for cisplatin-containing chemotherapy irrespective of PD-L1, have disease progression following platinum containing chemotherapy, or have disease progression within 12 months of neoadjuvant or adjuvant chemotherapy.7
Atezolizumab is also indicated first line for non small cell lung cancer in combination with bevacizumab, paclitaxel, and carboplatin with no EGFR or ALK genomic abnormalities.7 It can be used in patients with disease progression during or after platinum containing chemotherapy even if they have EGFR and ALK abnormalities.7
Atezolizumab is indicated in combination with paclitaxel protein-bound to treat locally advanced or metastatic triple negative breast cancer expressing PD-L1.7
Finally, atezolizumab is indicated in combination with carboplatin and etoposide as first line treatment for extensive stage small cell lung cancer.7
",Small Cell Lung Cancer (SCLC),https://go.drugbank.com//indications/DBCOND0048944,DBCOND0048944,DBCOND0048944,"Small Cell Lung Cancer (SCLC)#Cancer - Small Cell Lung Cancer#Small-Cell Lung Cancer (SCLC)#Small Cell Lung Cancer SCLC#Small Cell Lung Carcinoma#Carcinoma, Small-Cell Lung#Lung Small Cell Carcinoma#Carcinoma, Small Cell Lung#Small Cell Lung Cancer#Lung Cancer, Small Cell#Small-Cell-Lung Cancer#Small- Cell Lung Cancer#Lung Cancer Small Cell Lung Cancer (SCLC)#Small Cell Carcinoma of the Lung#Small Cell Lung Cancer ( SCLC )#SCLC#Small Cell Lung Cancers#Small-Cell Lung Cancer#Oat cell carcinoma of lung (disorder)#Small cell lung cancer stage unspecified#Small cell carcinoma of lung (disorder)",BLA761034
175,DB11595,Tecentriq#Atezolizumab,Atezolizumab,"Atezolizumab is indicated to treat locally or advanced metastatic urothelial carcinoma in patients ineligible for cicplatin-containing chemotherapy with tumors expressing PD-L1, in patients ineligible for cisplatin-containing chemotherapy irrespective of PD-L1, have disease progression following platinum containing chemotherapy, or have disease progression within 12 months of neoadjuvant or adjuvant chemotherapy.7
Atezolizumab is also indicated first line for non small cell lung cancer in combination with bevacizumab, paclitaxel, and carboplatin with no EGFR or ALK genomic abnormalities.7 It can be used in patients with disease progression during or after platinum containing chemotherapy even if they have EGFR and ALK abnormalities.7
Atezolizumab is indicated in combination with paclitaxel protein-bound to treat locally advanced or metastatic triple negative breast cancer expressing PD-L1.7
Finally, atezolizumab is indicated in combination with carboplatin and etoposide as first line treatment for extensive stage small cell lung cancer.7
",Locally advanced Urothelial Carcinoma,https://go.drugbank.com//indications/DBCOND0089492,DBCOND0089492,DBCOND0089492,Locally advanced Urothelial Carcinoma,BLA761034
176,DB01269,Panitumumab#Vectibix#ABX-EGF,Panitumumab,"For the treatment of EGFR-expressing, metastatic colorectal carcinoma that is refractory to fluoropyrimidine-, oxaliplatin-, and irinotecan- containing chemotherapy regimens.
",Metastatic Colorectal Cancer (MCRC),https://go.drugbank.com//indications/DBCOND0039029,DBCOND0039029,DBCOND0039029,"Metastatic Colorectal Cancer (MCRC)#Metastatic Colo-rectal Cancer#Metastatic Cancer Colorectal#Metastatic Colorectal Cancer#Colorectal Cancer Metastatic#Metastatic Colorectal Cancers#Cancer - Metastatic Colorectal#Colorectal Cancer, Metastatic#Secondary malignant neoplasm of colon and/or rectum (disorder)#Secondary malignant neoplasm of large intestine (disorder)",BLA125147
177,DB05239,Cobimetinib#Cotellic,Cobimetinib,"For the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation. Cobimetinib is used in combination with vemurafenib, a BRAF inhibitor.
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",NDA206192
178,DB05239,Cobimetinib#Cotellic,Cobimetinib,"For the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation. Cobimetinib is used in combination with vemurafenib, a BRAF inhibitor.
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,NDA206192
179,DB11363,"Alectinib#Alecensa#Alecensaro#9-ethyl-6,6-dimethyl-8-[4-(morpholin-4-yl)piperidin-1-yl]-11-oxo-6,11-dihydro-5H-benzo[b]carbazole-3-carbonitrile",Alectinib,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.
","Refractory, metastatic Non small cell lung cancer",https://go.drugbank.com//indications/DBCOND0025490,DBCOND0025490,DBCOND0025490,"Refractory, metastatic Non small cell lung cancer#Refractory, metastatic non small-cell lung cancer#Refractory, metastatic Non-small cell lung cancer",NDA208434
